,Unnamed: 0,shop_name,shop_address,shop_lat,shop_lng,types
0,1,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
1,2,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
2,7,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
3,9,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
4,13,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
5,16,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
6,18,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
7,21,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
8,23,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
9,27,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
10,29,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
11,33,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
12,35,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
13,37,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
14,40,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
15,44,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
16,46,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
17,50,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
18,52,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
19,56,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
20,58,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
21,60,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
22,63,The Turnip Truck - Gulch,"321 12th Ave S, Nashville, TN 37203",36.1527599,-86.7854587,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
23,4,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
24,6,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
25,10,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
26,12,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
27,19,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
28,22,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
29,25,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
30,26,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
31,30,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
32,34,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
33,38,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
34,42,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
35,45,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
36,48,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
37,51,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
38,53,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
39,57,The Turnip Truck - Charlotte Ave,"5001 Charlotte Ave, Nashville, TN 37209",36.1518346,-86.8474861,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
