,zipunpacked,variable,value
1057,37207,STROKE_CrudePrev,4.8
1058,37207,STROKE_CrudePrev,5.8
1059,37207,STROKE_CrudePrev,4.8
1060,37216,STROKE_CrudePrev,4.8
1061,37216,STROKE_CrudePrev,3.4
1062,37216,STROKE_CrudePrev,3.1
1063,37216,STROKE_CrudePrev,2.7
1064,37207,STROKE_CrudePrev,4.3
1065,37216,STROKE_CrudePrev,3.8
1066,37206,STROKE_CrudePrev,3.8
1067,37206,STROKE_CrudePrev,3.1
1068,37216,STROKE_CrudePrev,3.1
1069,37216,STROKE_CrudePrev,2.8
1070,37206,STROKE_CrudePrev,2.8
1071,37206,STROKE_CrudePrev,2.4
1072,37216,STROKE_CrudePrev,2.4
1073,37207,STROKE_CrudePrev,2.4
1074,37213,STROKE_CrudePrev,4.9
1075,37207,STROKE_CrudePrev,4.9
1076,37206,STROKE_CrudePrev,3.8
1077,37207,STROKE_CrudePrev,3.8
1078,37206,STROKE_CrudePrev,1.8
1079,37206,STROKE_CrudePrev,1.9
1080,37207,STROKE_CrudePrev,5.0
1081,37207,STROKE_CrudePrev,6.3
1082,37218,STROKE_CrudePrev,6.3
1083,37207,STROKE_CrudePrev,5.3
1084,37218,STROKE_CrudePrev,5.3
1085,37218,STROKE_CrudePrev,6.5
1086,37218,STROKE_CrudePrev,5.7
1087,37209,STROKE_CrudePrev,2.4
1088,37218,STROKE_CrudePrev,3.6
1089,37209,STROKE_CrudePrev,3.3
1090,37209,STROKE_CrudePrev,2.9
1091,37209,STROKE_CrudePrev,2.8
1092,37209,STROKE_CrudePrev,1.5
1093,37209,STROKE_CrudePrev,2.1
1094,37208,STROKE_CrudePrev,4.7
1095,37209,STROKE_CrudePrev,4.7
1096,37209,STROKE_CrudePrev,2.1
1097,37208,STROKE_CrudePrev,2.1
1098,37228,STROKE_CrudePrev,6.3
1099,37208,STROKE_CrudePrev,6.3
1100,37208,STROKE_CrudePrev,6.3
1101,37208,STROKE_CrudePrev,7.1
1102,37208,STROKE_CrudePrev,4.8
1103,37203,STROKE_CrudePrev,4.8
1104,37208,STROKE_CrudePrev,5.8
1105,37209,STROKE_CrudePrev,5.8
1106,37209,STROKE_CrudePrev,4.3
1107,37203,STROKE_CrudePrev,4.3
1108,37210,STROKE_CrudePrev,7.0
1109,37214,STROKE_CrudePrev,2.9
1110,37210,STROKE_CrudePrev,3.3
1111,37214,STROKE_CrudePrev,3.3
1112,37214,STROKE_CrudePrev,2.9
1113,37214,STROKE_CrudePrev,2.5
1114,37214,STROKE_CrudePrev,3.1
1115,37217,STROKE_CrudePrev,2.3
1116,37211,STROKE_CrudePrev,2.9
1117,37217,STROKE_CrudePrev,2.9
1118,37217,STROKE_CrudePrev,2.6
1119,37217,STROKE_CrudePrev,3.4
1120,37217,STROKE_CrudePrev,2.9
1121,37217,STROKE_CrudePrev,3.1
1122,37217,STROKE_CrudePrev,2.9
1123,37214,STROKE_CrudePrev,2.1
1124,37217,STROKE_CrudePrev,2.6
1125,37214,STROKE_CrudePrev,2.6
1126,37217,STROKE_CrudePrev,2.3
1127,37217,STROKE_CrudePrev,3.7
1128,37211,STROKE_CrudePrev,3.7
1129,37217,STROKE_CrudePrev,3.5
1130,37210,STROKE_CrudePrev,3.5
1131,37211,STROKE_CrudePrev,3.5
1132,37217,STROKE_CrudePrev,2.4
1133,37217,STROKE_CrudePrev,2.3
1134,37210,STROKE_CrudePrev,6.3
1135,37210,STROKE_CrudePrev,5.9
1136,37203,STROKE_CrudePrev,5.9
1137,37203,STROKE_CrudePrev,3.6
1138,37204,STROKE_CrudePrev,3.6
1139,37210,STROKE_CrudePrev,3.6
1140,37203,STROKE_CrudePrev,5.2
1141,37204,STROKE_CrudePrev,5.2
1142,37203,STROKE_CrudePrev,3.8
1143,37212,STROKE_CrudePrev,3.8
1144,37232,STROKE_CrudePrev,1.3
1145,37212,STROKE_CrudePrev,1.3
1146,37203,STROKE_CrudePrev,1.3
1147,37203,STROKE_CrudePrev,0.5
1148,37232,STROKE_CrudePrev,0.5
1149,37240,STROKE_CrudePrev,0.5
1150,37212,STROKE_CrudePrev,0.5
1151,37212,STROKE_CrudePrev,1.8
1152,37232,STROKE_CrudePrev,1.8
1153,37203,STROKE_CrudePrev,1.8
1154,37215,STROKE_CrudePrev,2.2
1155,37205,STROKE_CrudePrev,2.2
1156,37203,STROKE_CrudePrev,1.1
1157,37212,STROKE_CrudePrev,1.1
1158,37212,STROKE_CrudePrev,1.6
1159,37215,STROKE_CrudePrev,1.6
1160,37204,STROKE_CrudePrev,1.6
1161,37212,STROKE_CrudePrev,1.6
1162,37204,STROKE_CrudePrev,1.6
1163,37203,STROKE_CrudePrev,1.6
1164,37204,STROKE_CrudePrev,2.0
1165,37211,STROKE_CrudePrev,3.8
1166,37204,STROKE_CrudePrev,3.8
1167,37210,STROKE_CrudePrev,3.8
1168,37210,STROKE_CrudePrev,3.5
1169,37211,STROKE_CrudePrev,3.5
1170,37211,STROKE_CrudePrev,3.2
1171,37210,STROKE_CrudePrev,3.2
1172,37211,STROKE_CrudePrev,2.8
1173,37211,STROKE_CrudePrev,3.8
1174,37204,STROKE_CrudePrev,3.8
1175,37204,STROKE_CrudePrev,1.9
1176,37220,STROKE_CrudePrev,1.9
1177,37204,STROKE_CrudePrev,1.7
1178,37220,STROKE_CrudePrev,1.7
1179,37215,STROKE_CrudePrev,1.7
1180,37215,STROKE_CrudePrev,1.8
1181,37212,STROKE_CrudePrev,1.8
1182,37204,STROKE_CrudePrev,1.8
1183,37205,STROKE_CrudePrev,2.6
1184,37215,STROKE_CrudePrev,2.6
1185,37204,STROKE_CrudePrev,2.9
1186,37205,STROKE_CrudePrev,2.9
1187,37215,STROKE_CrudePrev,2.9
1188,37215,STROKE_CrudePrev,2.2
1189,37205,STROKE_CrudePrev,2.2
1190,37209,STROKE_CrudePrev,2.5
1191,37209,STROKE_CrudePrev,3.3
1192,37205,STROKE_CrudePrev,3.3
1193,37209,STROKE_CrudePrev,2.4
1194,37205,STROKE_CrudePrev,2.4
1195,37205,STROKE_CrudePrev,2.2
1196,37209,STROKE_CrudePrev,2.2
1197,37221,STROKE_CrudePrev,2.2
1198,37205,STROKE_CrudePrev,2.4
1199,37209,STROKE_CrudePrev,2.4
1200,37221,STROKE_CrudePrev,2.4
1201,37205,STROKE_CrudePrev,2.4
1202,37221,STROKE_CrudePrev,1.9
1203,37221,STROKE_CrudePrev,2.5
1204,37209,STROKE_CrudePrev,2.5
1205,37215,STROKE_CrudePrev,2.7
1206,37205,STROKE_CrudePrev,2.7
1207,37221,STROKE_CrudePrev,2.7
1208,37221,STROKE_CrudePrev,2.2
1209,37221,STROKE_CrudePrev,2.2
1210,37221,STROKE_CrudePrev,2.0
1211,37221,STROKE_CrudePrev,3.5
1212,37221,STROKE_CrudePrev,2.2
1213,37215,STROKE_CrudePrev,2.2
1214,37205,STROKE_CrudePrev,2.2
1215,37221,STROKE_CrudePrev,2.4
1216,37205,STROKE_CrudePrev,2.4
1217,37215,STROKE_CrudePrev,2.4
1218,37220,STROKE_CrudePrev,2.4
1219,37215,STROKE_CrudePrev,2.4
1220,37220,STROKE_CrudePrev,2.3
1221,37204,STROKE_CrudePrev,2.1
1222,37220,STROKE_CrudePrev,2.1
1223,37211,STROKE_CrudePrev,2.1
1224,37211,STROKE_CrudePrev,2.4
1225,37204,STROKE_CrudePrev,3.4
1226,37211,STROKE_CrudePrev,3.4
1227,37220,STROKE_CrudePrev,2.6
1228,37211,STROKE_CrudePrev,2.6
1229,37211,STROKE_CrudePrev,3.0
1230,37211,STROKE_CrudePrev,1.7
1231,37211,STROKE_CrudePrev,2.7
1232,37211,STROKE_CrudePrev,3.6
1233,37211,STROKE_CrudePrev,3.3
1234,37211,STROKE_CrudePrev,3.4
1235,37211,STROKE_CrudePrev,3.2
1236,37211,STROKE_CrudePrev,1.5
1237,37211,STROKE_CrudePrev,3.0
1238,37211,STROKE_CrudePrev,3.3
1239,37211,STROKE_CrudePrev,3.2
1240,37211,STROKE_CrudePrev,2.2
1241,37211,STROKE_CrudePrev,2.5
1242,37211,STROKE_CrudePrev,1.6
1243,37211,STROKE_CrudePrev,2.2
1244,37211,STROKE_CrudePrev,2.2
1245,37206,STROKE_CrudePrev,3.1
1246,37213,STROKE_CrudePrev,3.1
1247,37207,STROKE_CrudePrev,6.2
1248,37213,STROKE_CrudePrev,6.2
1249,37206,STROKE_CrudePrev,6.2
1250,37203,STROKE_CrudePrev,3.1
1251,37208,STROKE_CrudePrev,3.1
1252,37219,STROKE_CrudePrev,3.1
1253,37201,STROKE_CrudePrev,3.1
1254,37203,STROKE_CrudePrev,2.1
1255,37219,STROKE_CrudePrev,2.1
1256,37210,STROKE_CrudePrev,2.1
1257,37212,STROKE_CrudePrev,2.1
1258,37201,STROKE_CrudePrev,2.1
1259,37210,STROKE_CrudePrev,2.7
