,shop_name,shop_address,shop_lat,shop_lng,types,zip_code
42,Kroger,"7087 Hwy 70 S, Nashville, TN 37221",36.0732005,-86.9195872,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37221
53,Kroger,"6690 Nolensville Rd, Brentwood, TN 37027",36.0003267,-86.6913084,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37027
63,Kroger,"61 E Thompson Ln, Nashville, TN 37211",36.1098179,-86.7250687,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37211
76,Kroger,"595 Hillsboro Rd Ste 305, Franklin, TN 37064",35.9329589,-86.8801698,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37064
84,Kroger,"5771 Nolensville Road, Nashville, TN 37211",36.0463947,-86.7152435,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37211
95,Kroger,"5713 Edmondson Pike, Nashville, TN 37211",36.0391811,-86.7454053,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37211
106,Kroger,"5705 Charlotte Pike, Nashville, TN 37209",36.148431,-86.8607612,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37209
117,Kroger,"5544 Old Hickory Blvd, Hermitage, TN 37076",36.1817617,-86.6048615,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37076
125,Kroger,"5319 Mt View Rd, Antioch, TN 37013",36.0496212,-86.6470986,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37013
134,Kroger,"5145 Murfreesboro Rd, La Vergne, TN 37086",36.0217339,-86.5762503,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37086
138,Kroger,"510 TN-76, White House, TN 37188",36.4701864,-86.6661961,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37188
140,Kroger,"4900 Port Royal Rd, Spring Hill, TN 37174",35.741484,-86.8921556,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37174
143,Kroger Marketplace,"4726 Traders Way, Thompson's Station, TN 37179",35.7846179,-86.914911,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37179
146,Kroger,"463 Sam Ridley Pkwy W, Smyrna, TN 37167",35.9832525,-86.5511717,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37167
154,Kroger,"4560 Harding Pike, Nashville, TN 37205",36.1239257,-86.850561,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37205
164,Kroger,"4432 Veterans Pkwy, Murfreesboro, TN 37128",35.8448042,-86.4921581,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37128
167,Kroger,"4400 Lebanon Pike, Hermitage, TN 37076",36.216449,-86.6039243,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37076
175,Kroger,"4120 N Mt Juliet Rd, Mt. Juliet, TN 37122",36.2293153,-86.5164113,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37122
183,Kroger,"411 Whitman Rd, Franklin, TN 37064",35.9289078,-86.9184869,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37064
189,Kroger,"401 S Mt Juliet Rd Ste 200, Mt. Juliet, TN 37122",36.1648024,-86.5119746,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37122
197,Kroger,"3930 Clarksville Pike, Nashville, TN 37218",36.2098477,-86.837724,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37218
208,Kroger,"3410 Gallatin Pike, Nashville, TN 37216",36.2101364,-86.7316648,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37216
220,Kroger,"3054 Columbia Ave, Franklin, TN 37064",35.8936788,-86.8809852,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37064
226,Kroger,"301 S Ellington Pkwy, Lewisburg, TN 37091",35.4432705,-86.7731734,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37091
227,Kroger,"2946 S Church St, Murfreesboro, TN 37127",35.7905929,-86.4018891,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37127
228,Kroger,"2615 Franklin Pike, Nashville, TN 37204",36.1199446,-86.7771798,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37204
241,Kroger Bakery,"2613 8th Ave S, Nashville, TN 37204",36.1200139,-86.7776125,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",37204
248,Kroger,"2600 Memorial Blvd, Springfield, TN 37172",36.488441,-86.8633975,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37172
253,Kroger,"2449 Old Fort Pkwy, Murfreesboro, TN 37128",35.843471,-86.4418191,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37128
255,Kroger,"237 E Main St, Hendersonville, TN 37075",36.3078554,-86.6010607,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37075
262,Kroger,"2325 Memorial Blvd, Murfreesboro, TN 37129",35.8865819,-86.3839127,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37129
264,Kroger,"2284 Murfreesboro Pike, Nashville, TN 37217",36.088656,-86.6471543,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37217
275,Kroger Clicklist Pickup,"2218 Bandywood Dr, Nashville, TN 37215",36.1051666,-86.8183197,"['food', 'point_of_interest', 'establishment']",37215
277,Kroger,"2201 21st Ave S, Nashville, TN 37212",36.1301887,-86.8026109,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37212
292,Kroger,"2131 Abbott Martin Rd, Nashville, TN 37215",36.1056803,-86.8184638,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37215
303,Kroger,"210 Franklin Rd Suite 100, Brentwood, TN 37027",36.0319041,-86.7873814,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37027
311,Kroger,"2050 Lascassas Pike, Murfreesboro, TN 37130",35.8728316,-86.3522661,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37130
313,Kroger,"2020 Mallory Ln, Franklin, TN 37067",35.9506927,-86.8165173,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37067
320,Kroger Marketplace,"2011 Nashville Pike, Gallatin, TN 37066",36.3436494,-86.5258017,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37066
327,Kroger,"200 Gallatin Pike S, Madison, TN 37115",36.2619921,-86.7141247,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37115
337,Kroger,"1776 W Northfield Blvd, Murfreesboro, TN 37129",35.8713924,-86.4156239,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37129
342,Kroger,"1489 Madison St, Clarksville, TN 37040",36.5208536,-87.3298786,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37040
343,Kroger,"143 McGavock Pk, Nashville, TN 37214",36.1708586,-86.6787306,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37214
355,Kroger,"143 Henslee Dr, Dickson, TN 37055",36.0771202,-87.3715843,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37055
357,Kroger,"1418 W Main St A, Lebanon, TN 37087",36.2144627,-86.3309403,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37087
361,Kroger,"123 Northcreek Blvd, Goodlettsville, TN 37072",36.3264684,-86.6986158,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37072
371,Kroger,"1203 Murfreesboro Rd, Franklin, TN 37064",35.9174069,-86.8313823,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37064
377,Kroger,"1202 S James Campbell Blvd, Columbia, TN 38401",35.6015745,-87.0621127,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",38401
378,Kroger,"110 Dover Crossing Rd, Clarksville, TN 37042",36.552897,-87.3979092,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37042
379,Kroger,"1010 Glenbrook Way, Hendersonville, TN 37075",36.3334992,-86.621104,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37075
0,Piggly Wiggly,"1412 Trotwood Ave, Columbia, TN 38401",35.5998942,-87.0780041,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",38401
1,Piggly Wiggly,"1439 Robinson Rd, Old Hickory, TN 37138",36.2563463,-86.6536169,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37138
18,Piggly Wiggly,"2317 Dickerson Pike, Nashville, TN 37207",36.2077791,-86.7670228,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37207
41,Piggly Wiggly,"2900 West End Ave, Nashville, TN 37203",36.1445892,-86.8136,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37203
50,Piggly Wiggly,"3611 Gallatin Pike, Nashville, TN 37216",36.2126435,-86.7325718,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37216
51,Piggly Wiggly,"7838 TN-25, Cross Plains, TN 37049",36.5485619,-86.6942559,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",37049
0,Publix Super Market at Bellevue Center,"7604 Hwy 70 S, Nashville, TN 37221",36.0784138,-86.9455024,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37221
14,Publix Super Market at Berry Farms Town Center,"5021 Hughes Crossing, Franklin, TN 37064",35.8637214,-86.8431527,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37064
20,Publix Super Market at Bowie Commons,"7014 City Center Way, Fairview, TN 37062",35.9735081,-87.1311932,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37062
26,Publix Super Market at Caldwell Square,"460 Long Hollow Pike, Goodlettsville, TN 37072",36.3314801,-86.6991601,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37072
37,Publix Super Market at Capitol View,"1010 Dr Martin L King Jr Blvd, Nashville, TN 37203",36.1630486,-86.7903632,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37203
55,Publix Super Market at Concord Village,"10638 Concord Rd, Brentwood, TN 37027",35.997094,-86.6918485,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37027
65,Publix Super Market at Cool Springs Festival,"8105 Moores Ln, Brentwood, TN 37027",35.9635575,-86.8024231,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37027
73,Publix Super Market at Franklin Marketplace,"1021 Riverside Dr, Franklin, TN 37064",35.9124494,-86.8283482,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37064
80,Publix Super Market at Greensboro Village,"1483 Nashville Pike, Gallatin, TN 37066",36.359568,-86.4956617,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37066
87,Publix Super Market at Harpeth Village,"8028 TN-100, Nashville, TN 37221",36.047101,-86.9522529,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37221
88,Publix Super Market at Harpeth Village,"2020 Fieldstone Pkwy, Franklin, TN 37069",35.9645581,-86.883007,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37069
108,Publix Super Market at Hickory Ridge Shopping Center,"445 TN-109, Lebanon, TN 37090",36.19036,-86.4099556,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37090
114,Publix Super Market at Hill Center at Belle Meade,"4324 Harding Pike, Nashville, TN 37205",36.1267422,-86.8475419,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37205
132,Publix Super Market at Hill Center at Nashville West,"6614 Charlotte Pike, Nashville, TN 37209",36.1401562,-86.8829001,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37209
151,Publix Super Market at Hill Center Greenwood,"1111 Gallatin Ave, Nashville, TN 37206",36.1898456,-86.7449475,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37206
166,Publix Super Market at Indian Lake Marketplace,"110 Indian Lake Blvd, Hendersonville, TN 37075",36.3101986,-86.6051567,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37075
174,Publix Super Market at Kensington Place Shopping Center,"1731 S Rutherford Blvd Ste S, Murfreesboro, TN 37130",35.8133198,-86.3683839,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37130
178,Publix Super Market at Lebanon Center,"1703 W Main St, Lebanon, TN 37087",36.2234945,-86.3452181,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37087
183,Publix Super Market at Madison Street Commons,"1771 Madison St, Clarksville, TN 37043",36.5156643,-87.313208,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37043
187,Publix Super Market at Market at Salem Cove,"2650 New Salem Hwy, Murfreesboro, TN 37128",35.8126875,-86.4577604,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37128
192,Publix Super Market at Market at Victory Village,"4175 Franklin Rd, Murfreesboro, TN 37128",35.8420116,-86.4718887,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37128
197,Publix Super Market at Marketplace at Maryland Farms,"101 Creekside Crossing, Brentwood, TN 37027",36.0369124,-86.7988518,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37027
207,Publix Super Market at McKays Mill Village Center,"1400 Liberty Pike Ste 200 Ste 200, Franklin, TN 37067",35.9247987,-86.7957284,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37067
216,Publix Super Market at Melrose,"2223 8th Ave S, Nashville, TN 37204",36.1285944,-86.7784628,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37204
233,Publix Super Market at Mt. Juliet Village,"11207 Lebanon Rd, Mt. Juliet, TN 37122",36.2329763,-86.5144343,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37122
243,Publix Super Market at Mt. View Marketplace,"3532 Murfreesboro Pike, Antioch, TN 37013",36.0533912,-86.6149279,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37013
255,Publix Super Market at Newman's Crossing,"1931 Long Hollow Pike, Gallatin, TN 37066",36.3815152,-86.5519225,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37066
261,Publix Super Market at Nippers Corner,"15544 Old Hickory Blvd, Nashville, TN 37211",36.0410272,-86.7414412,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37211
275,Publix Super Market at North Murfreesboro,"3415 Memorial Blvd, Murfreesboro, TN 37129",35.9121189,-86.3860907,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37129
280,Publix Super Market at Northgate Mall,"1600 N Jackson St Ste 340, Tullahoma, TN 37388",35.3801936,-86.226466,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37388
282,Publix Super Market at Oakwood Commons,"4670 Lebanon Pike, Hermitage, TN 37076",36.2172539,-86.5933773,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37076
295,Publix Super Market at Parkway Town Centre,"661 President Pl, Smyrna, TN 37167",35.9798872,-86.5549574,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37167
303,Publix Super Market at Providence Commons,"665 S Mt Juliet Rd, Mt. Juliet, TN 37122",36.1612828,-86.5125172,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37122
312,Publix Super Market at Sango Square,"920 TN-76, Clarksville, TN 37043",36.5231503,-87.2344175,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37043
317,Publix Super Market at Shoppes at Peachers Mill,"1490 Tiny Town Rd, Clarksville, TN 37042",36.6252372,-87.3725603,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37042
321,Publix Super Market at Spring Hill Village,"4935 Main St, Spring Hill, TN 37174",35.7750105,-86.9182487,"['supermarket', 'florist', 'bakery', 'grocery_or_supermarket', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",37174
